skill_count,matched_role_skills,ats_score,jd_similarity,experience_years,action_verbs,achievements,pages,section_score,shortlisted
21,4,63.2,0.229,14.5,15,2,3,0.706,0
6,0,26.3,0.45,10.4,2,2,2,0.29,0
20,0,65.3,0.957,1.1,14,9,1,0.853,1
4,14,92.6,0.388,2.8,13,8,3,0.361,1
3,19,51.7,0.881,11.6,14,1,3,0.268,1
17,18,43.7,0.893,12.6,13,3,1,0.466,1
7,9,31.5,0.415,9.3,6,5,1,0.758,0
22,17,32.1,0.175,9.7,2,2,1,0.969,0
13,2,54.6,0.752,0.4,16,9,2,0.828,1
12,10,67.7,0.38,12.4,9,9,1,0.946,1
4,14,26.4,0.805,11.8,14,6,2,0.227,1
5,10,95.2,0.498,3.9,5,6,1,0.164,1
25,16,80.4,0.537,10.6,16,4,1,0.602,1
25,16,66.9,0.8,3.2,16,2,2,0.361,1
14,5,86.3,0.444,0.6,13,1,2,0.845,0
22,4,26.4,0.499,3.0,17,3,1,0.705,0
7,7,58.1,0.439,2.7,4,3,1,0.974,0
7,1,70.4,0.431,5.1,7,7,1,0.329,0
8,15,86.3,0.573,6.3,6,7,3,0.537,1
11,19,82.7,0.828,7.6,3,4,1,0.551,1
4,11,42.2,0.426,7.2,17,5,2,0.315,0
23,5,95.3,0.572,4.1,4,7,3,0.631,1
14,0,29.9,0.704,0.4,15,0,2,0.499,0
5,3,90.0,0.342,9.1,13,4,3,0.502,0
22,16,97.7,0.35,5.9,18,3,3,0.426,1
28,12,34.2,0.94,4.5,13,3,2,0.115,1
24,17,77.8,0.751,13.0,8,1,3,0.57,1
14,4,23.2,0.619,11.2,5,9,2,0.402,0
26,2,52.4,0.683,12.9,16,0,1,0.101,1
19,10,61.3,0.126,7.4,18,5,3,0.377,0
12,12,66.5,0.656,2.0,11,6,2,0.351,1
26,3,94.9,0.559,10.4,3,4,3,0.454,1
29,13,73.8,0.591,3.1,15,7,2,0.219,1
16,10,58.5,0.423,6.6,10,8,1,0.557,0
25,9,84.8,0.173,1.0,3,1,1,0.723,1
19,18,96.0,0.274,12.4,16,3,3,0.667,1
20,17,21.8,0.956,1.9,7,8,3,0.823,1
21,5,98.6,0.468,13.5,13,4,2,0.507,1
19,14,26.9,0.52,13.0,1,2,2,0.567,0
16,9,85.2,0.147,7.0,10,5,3,0.829,1
11,4,42.4,0.134,11.2,10,2,2,0.485,0
10,4,30.6,0.745,9.3,5,4,2,0.731,0
4,9,55.2,0.584,12.0,13,2,2,0.491,0
15,4,71.5,0.558,6.5,9,5,3,0.476,0
27,2,50.5,0.319,11.8,7,9,1,0.784,0
9,5,24.4,0.77,6.9,6,4,1,0.257,0
11,3,68.0,0.251,14.1,7,8,2,0.405,0
24,17,92.2,0.271,7.3,7,2,3,0.302,1
24,8,50.7,0.515,6.9,1,5,2,0.423,0
13,16,37.3,0.358,11.8,15,7,1,0.307,1
16,12,55.4,0.323,12.3,8,6,2,0.621,1
6,14,23.9,0.681,8.3,12,5,1,0.818,0
28,19,85.6,0.686,2.7,11,1,3,0.808,1
28,16,86.1,0.842,7.0,16,6,2,0.428,1
15,12,67.0,0.476,14.5,1,7,3,0.99,1
4,15,48.2,0.166,11.3,12,0,2,0.634,0
25,3,84.0,0.346,12.2,0,8,2,0.459,1
7,4,64.4,0.982,0.5,18,3,2,0.852,0
13,4,86.1,0.637,7.0,10,7,2,0.757,1
8,8,70.5,0.739,9.7,4,9,2,0.774,0
20,16,82.8,0.107,12.5,0,6,3,0.277,0
23,12,67.9,0.566,0.7,19,9,3,0.521,1
12,1,53.1,0.134,12.8,12,6,1,0.876,0
6,12,96.6,0.612,8.2,7,1,2,0.554,0
11,18,63.3,0.929,3.0,5,0,1,0.715,1
8,2,68.4,0.972,4.8,16,3,3,0.629,1
4,9,37.6,0.586,4.2,11,1,1,0.858,0
19,1,70.1,0.512,8.0,0,7,3,0.356,0
7,12,65.7,0.951,0.8,2,9,2,0.618,1
27,18,34.8,0.706,2.4,13,6,1,0.211,0
8,16,24.8,0.158,12.2,7,7,1,0.721,0
28,13,68.3,0.519,2.0,10,5,1,0.759,1
14,11,81.1,0.316,3.5,13,0,1,0.139,0
25,11,61.9,0.523,6.8,7,8,2,0.708,0
23,10,38.1,0.51,7.8,2,5,3,0.473,0
12,6,73.3,0.624,11.5,6,9,3,0.212,0
24,3,26.4,0.421,6.7,18,0,2,0.478,0
23,18,55.3,0.248,11.8,3,0,3,0.275,1
29,0,33.1,0.553,9.3,15,7,1,0.474,1
27,2,34.8,0.847,1.7,12,5,2,0.446,0
8,12,36.2,0.698,2.3,19,7,3,0.765,0
29,14,50.9,0.405,6.6,18,7,2,0.797,0
10,1,24.1,0.942,6.0,4,7,2,0.646,0
4,10,51.8,0.921,11.2,4,9,3,0.12,1
14,3,60.9,0.288,8.7,19,6,3,0.938,0
15,18,58.7,0.135,5.8,3,6,2,0.718,0
27,16,50.6,0.767,2.6,1,9,2,0.131,1
23,2,87.1,0.845,3.4,12,3,3,0.837,1
9,17,31.6,0.971,8.6,15,8,2,0.28,1
12,7,60.5,0.901,6.4,1,1,3,0.621,0
15,18,25.0,0.64,7.7,18,8,2,0.52,1
19,4,25.7,0.577,2.6,16,9,2,0.478,0
28,6,65.9,0.125,9.9,4,2,2,0.901,0
23,7,65.3,0.322,12.8,17,1,3,0.494,1
28,4,90.2,0.514,3.9,17,3,1,0.168,1
16,16,64.6,0.666,7.4,7,4,3,0.952,1
4,4,96.8,0.602,14.6,14,1,2,0.928,1
24,3,23.9,0.768,5.0,12,0,1,0.716,0
13,18,27.8,0.352,8.9,12,9,1,0.521,1
3,1,23.5,0.608,1.4,15,4,2,0.184,0
21,10,34.8,0.179,9.1,19,8,3,0.812,1
23,12,63.3,0.472,1.3,12,4,1,0.168,1
6,14,71.6,0.775,14.4,19,9,1,0.162,1
21,11,23.6,0.724,10.7,1,8,3,0.584,1
28,10,95.7,0.992,11.8,2,9,3,0.244,1
23,6,87.4,0.35,10.6,14,5,1,0.107,1
13,4,43.7,0.548,8.8,18,2,3,0.481,0
10,16,26.2,0.397,6.7,12,3,1,0.223,0
13,19,33.6,0.497,12.9,4,3,2,0.244,0
6,8,30.2,0.871,14.4,5,0,3,0.169,0
19,13,29.9,0.716,7.5,13,2,1,0.285,0
29,11,61.5,0.894,14.0,3,2,3,0.744,1
9,5,39.7,0.283,8.7,18,0,3,0.828,0
10,16,48.7,0.886,8.1,6,8,1,0.507,1
5,18,99.2,0.154,6.8,3,0,2,0.556,1
24,18,74.7,0.9,3.1,1,8,1,0.129,1
4,15,95.9,0.396,0.1,6,0,3,0.162,0
25,11,31.4,0.383,3.6,2,1,1,0.332,0
17,11,50.6,0.561,7.6,14,1,3,0.59,0
26,19,64.4,0.947,5.7,0,5,1,0.766,1
24,5,26.1,0.143,6.7,1,6,2,0.645,0
24,3,20.3,0.417,14.7,9,0,2,0.453,0
7,5,73.6,0.871,5.3,15,2,2,0.206,0
26,10,71.3,0.456,6.8,14,1,2,0.803,0
3,0,52.9,0.279,2.0,14,7,1,0.427,0
28,14,59.2,0.482,0.7,13,8,2,0.762,1
6,10,53.2,0.447,11.6,13,1,1,0.562,1
17,18,21.9,0.924,8.6,5,1,3,0.765,1
22,17,46.8,0.786,11.4,13,9,3,0.917,1
21,16,34.2,0.555,2.2,16,8,3,0.929,0
5,18,27.9,0.99,8.6,17,3,2,0.582,1
22,13,96.5,0.519,3.8,19,4,2,0.56,1
13,17,67.9,0.152,3.4,18,8,2,0.339,0
19,18,78.3,0.336,0.2,16,5,3,0.942,1
29,14,45.2,0.492,2.0,15,9,3,0.512,0
15,14,51.5,0.241,4.6,7,8,3,0.215,0
13,3,39.0,0.953,1.8,6,8,3,0.489,0
4,6,27.8,0.79,14.8,19,6,1,0.214,0
11,12,34.3,0.341,4.6,11,9,1,0.552,0
28,2,83.8,0.632,2.0,8,8,2,0.605,1
4,15,74.2,0.749,3.0,13,4,2,0.404,1
23,8,63.8,0.947,8.8,19,4,3,0.164,1
11,7,58.0,0.893,1.0,0,7,1,0.949,1
11,19,93.8,0.564,12.9,9,9,1,0.796,1
10,12,25.8,0.797,14.4,16,3,2,0.855,0
19,16,42.4,0.606,3.7,16,8,1,0.43,0
3,16,48.0,0.597,6.8,16,6,2,0.785,0
27,16,82.6,0.203,0.3,3,6,3,0.537,1
13,0,99.4,0.214,9.6,16,2,3,0.281,0
10,7,39.3,0.577,6.2,17,3,2,0.212,0
12,18,89.9,0.342,4.1,19,6,3,0.411,1
27,5,86.4,0.119,3.1,1,4,3,0.224,0
9,2,38.0,0.751,9.8,7,2,1,0.998,0
5,4,51.9,0.129,6.2,12,0,1,0.144,0
5,12,52.8,0.636,2.7,19,6,1,0.497,0
20,14,98.3,0.585,10.3,14,5,1,0.507,1
7,13,34.5,0.972,8.5,19,9,1,0.371,0
14,15,83.9,0.536,12.9,8,6,2,0.614,1
14,17,46.7,0.157,1.8,2,1,2,0.235,0
21,10,78.5,0.597,11.8,2,3,1,0.806,1
8,2,53.6,0.857,10.1,1,1,3,0.399,0
4,9,66.3,0.997,1.7,0,7,3,0.632,0
14,9,86.6,0.487,10.4,13,6,2,0.744,1
21,15,84.3,0.388,6.6,16,0,2,0.9,1
7,11,89.3,0.916,14.2,12,1,2,0.852,1
14,1,24.8,0.272,2.1,18,1,3,0.647,0
29,8,75.4,0.654,9.6,14,3,2,0.45,1
29,2,31.2,0.465,5.7,13,2,3,0.553,0
19,14,53.3,0.137,14.4,1,0,2,0.792,0
19,2,63.9,0.413,4.9,6,1,3,0.89,0
12,18,52.2,0.339,14.4,16,8,2,0.193,1
27,17,61.6,0.717,13.5,17,0,2,0.446,1
25,7,99.7,0.954,4.1,5,8,3,0.799,1
19,16,30.8,0.341,12.1,7,6,2,0.488,0
17,7,74.0,0.83,14.9,1,1,1,0.399,1
14,6,51.7,0.15,3.8,0,1,3,0.47,0
18,6,30.6,0.584,6.6,15,4,2,0.643,0
26,2,32.7,0.163,7.8,6,4,3,1.0,0
21,0,95.9,0.941,4.4,10,3,2,0.544,1
10,3,90.4,0.79,0.2,14,9,1,0.288,1
23,4,92.6,0.692,3.3,12,9,2,0.247,1
19,0,99.3,0.842,4.2,1,2,2,0.138,1
25,14,36.7,0.683,6.7,13,3,1,0.603,1
7,4,48.4,0.972,2.6,5,9,3,0.59,0
24,12,73.5,0.743,13.1,8,3,2,0.285,1
18,7,58.7,0.932,10.6,6,1,2,0.726,1
8,7,53.5,0.565,1.3,17,4,1,0.767,0
10,4,48.6,0.205,9.8,8,4,3,0.333,0
27,8,67.5,0.575,9.8,3,4,3,0.41,1
20,0,66.0,0.214,14.3,8,9,1,0.991,0
27,3,32.9,0.633,0.0,3,0,1,0.437,0
14,2,57.7,0.534,3.7,11,5,2,0.785,0
17,1,64.3,0.66,13.9,3,1,1,0.507,0
29,7,65.6,0.109,14.0,19,6,1,0.814,1
28,8,36.8,0.275,10.8,13,3,1,0.792,0
11,1,79.4,0.542,11.5,6,4,3,0.701,1
15,13,22.0,0.955,1.4,12,4,1,0.869,0
28,13,48.4,0.445,7.7,7,4,2,0.945,1
17,3,82.4,0.482,3.5,4,1,2,0.622,0
12,5,65.1,0.743,2.7,11,4,2,0.314,0
18,10,40.9,0.643,12.2,12,2,1,0.459,0
9,2,75.6,0.369,2.0,19,3,3,0.782,0
19,7,65.4,0.47,7.0,13,1,1,0.686,0
25,2,83.7,0.296,14.1,17,3,1,0.26,1
28,13,78.8,0.969,2.8,19,8,2,0.146,1
23,12,68.8,0.218,14.7,3,7,1,0.715,1
24,12,59.1,0.435,14.9,17,2,3,0.326,1
28,1,30.7,0.123,8.3,6,0,2,0.55,0
9,12,40.9,0.3,2.6,14,0,3,0.772,0
16,18,53.5,0.802,4.7,5,5,3,0.606,1
17,5,67.9,0.281,6.4,15,2,3,0.175,0
23,15,61.1,0.172,4.6,19,3,1,0.267,0
9,1,43.1,0.527,4.2,7,0,1,0.297,0
11,7,20.5,0.109,14.6,15,7,1,0.332,0
21,16,59.7,0.176,2.3,15,0,1,0.609,0
18,1,42.9,0.827,11.0,2,4,2,0.554,0
10,9,78.8,0.794,0.0,16,5,1,0.283,1
20,15,21.9,0.924,8.9,8,1,2,0.161,0
29,5,66.8,0.869,13.7,2,6,3,0.254,1
25,1,95.3,0.715,4.3,19,6,2,0.986,1
20,1,34.0,0.147,2.8,6,0,1,0.522,0
22,12,57.7,0.805,9.8,17,3,2,0.881,1
9,14,27.3,0.861,10.7,11,3,1,0.864,1
5,1,70.1,0.819,10.3,18,4,1,0.56,0
20,6,64.0,0.558,4.8,15,0,2,0.736,0
29,2,52.6,0.31,3.8,16,0,2,0.273,0
12,7,61.7,0.861,14.3,19,6,3,0.72,0
9,13,91.7,0.754,13.8,14,8,3,0.345,1
19,6,35.7,0.983,6.9,0,0,3,0.849,0
16,6,21.8,0.24,12.7,1,1,3,0.175,0
26,0,88.9,0.303,6.8,7,5,3,0.796,0
5,16,66.2,0.291,6.4,1,5,2,0.19,0
14,8,91.3,0.813,2.4,18,1,3,0.893,1
15,12,67.8,0.268,6.4,8,8,2,0.374,0
4,18,84.8,0.16,8.1,8,3,3,0.689,1
5,18,54.4,0.999,0.3,12,6,1,0.539,1
7,16,80.0,0.122,6.7,5,5,3,0.43,0
13,9,93.0,0.852,11.7,14,2,1,0.681,1
10,9,65.8,0.429,10.2,18,7,2,0.953,1
28,3,34.5,0.857,9.5,14,6,3,0.137,0
25,7,41.5,0.599,13.6,17,8,2,0.927,0
25,19,35.9,0.911,0.3,6,2,3,0.648,1
14,19,39.7,0.934,8.4,10,0,2,0.827,1
9,17,44.5,0.108,11.8,7,1,3,0.445,1
17,13,64.4,0.168,8.1,5,0,3,0.525,0
26,17,67.0,0.325,4.9,7,4,1,0.882,1
19,13,54.1,0.702,2.0,1,9,2,0.473,1
6,19,69.2,0.899,13.3,18,1,2,0.581,1
24,14,26.5,0.514,7.1,15,2,2,0.118,0
27,3,27.0,0.646,13.2,6,7,2,0.243,1
15,12,33.7,0.27,8.8,9,9,2,0.678,0
20,7,61.4,0.824,10.1,11,4,1,0.745,1
3,17,37.1,0.971,12.1,16,3,3,0.624,1
18,11,42.7,0.342,9.9,6,4,1,0.229,0
15,13,52.0,0.545,6.0,7,9,2,0.501,1
12,1,84.9,0.178,7.7,6,5,2,0.42,0
14,17,21.1,0.603,12.0,3,6,3,0.546,0
4,1,72.0,0.553,5.6,2,8,1,0.883,0
25,10,73.5,0.23,5.8,18,0,3,0.798,1
5,8,83.9,0.498,1.4,14,3,3,0.176,0
12,11,94.6,0.401,13.7,3,8,1,0.901,1
4,16,21.6,0.57,1.4,8,4,3,0.525,0
29,14,32.3,0.627,9.7,12,7,1,0.769,1
25,16,90.9,0.108,6.2,17,0,1,0.226,1
15,17,56.7,0.785,6.1,15,3,2,0.704,1
15,5,65.2,0.742,10.2,0,8,3,0.313,1
20,16,73.0,0.43,1.0,3,0,2,0.495,1
5,17,74.3,0.148,8.9,17,0,3,0.115,0
29,7,94.5,0.779,11.6,7,3,3,0.236,1
9,8,99.8,0.96,12.4,19,2,2,0.183,1
16,5,77.6,0.316,2.6,15,6,2,0.316,0
22,4,43.0,0.391,13.5,10,2,2,0.19,0
19,11,90.4,0.265,9.8,19,0,1,0.723,1
23,10,23.9,0.619,13.2,18,9,3,0.126,1
14,0,38.5,0.239,7.3,18,1,1,0.656,0
27,10,91.8,0.421,8.1,17,9,3,0.227,1
18,18,40.5,0.727,13.8,18,3,3,0.951,1
26,8,37.7,0.604,13.5,10,0,1,0.94,1
14,1,31.1,0.448,6.7,2,0,1,0.303,0
17,11,88.7,0.478,4.1,7,7,3,0.653,1
27,3,60.0,0.606,5.9,19,6,2,0.125,0
12,3,74.0,0.105,5.8,18,7,2,0.939,0
27,17,39.1,0.171,4.3,9,3,2,0.571,0
9,14,80.6,0.893,4.0,15,5,2,0.139,1
22,18,80.8,0.17,12.9,4,2,3,0.408,1
7,12,45.0,0.736,1.0,19,7,2,0.169,0
3,18,52.9,0.928,10.2,8,3,2,0.454,1
19,16,36.8,0.344,2.6,7,2,2,0.703,0
5,5,98.1,0.433,5.2,10,3,3,0.523,1
15,15,71.6,0.612,0.9,15,5,1,0.445,1
16,11,94.8,0.894,4.0,6,6,2,0.207,1
26,18,44.3,0.948,11.5,14,6,3,0.32,1
20,4,82.6,0.766,13.3,19,3,3,0.19,1
6,16,81.3,0.178,3.3,16,7,2,0.827,1
20,0,75.3,0.702,7.0,5,6,1,0.222,1
7,9,97.3,0.469,7.1,14,1,1,0.636,1
27,14,51.5,0.524,13.1,7,7,1,0.408,1
18,10,30.5,0.144,11.4,6,8,3,0.303,0
3,12,73.7,0.272,7.7,1,4,2,0.676,0
23,4,78.3,0.811,10.1,12,3,2,0.511,1
16,0,66.0,0.509,12.7,5,3,3,0.46,0
17,11,36.5,0.371,0.1,4,3,2,0.634,0
11,10,60.4,0.446,6.0,19,5,2,0.542,0
17,16,45.0,0.869,13.6,0,3,1,0.373,0
19,3,54.2,0.774,11.1,17,6,2,0.603,1
27,14,71.6,0.345,8.1,14,6,2,0.703,1
26,8,79.6,0.206,7.9,9,4,3,0.124,0
6,19,38.6,0.327,5.2,2,4,3,0.519,0
14,18,52.4,0.929,7.8,4,9,1,0.152,1
29,18,41.5,0.623,9.8,12,7,3,0.268,1
28,11,35.9,0.58,6.3,7,6,1,0.604,1
7,4,82.7,0.637,10.7,1,6,1,0.88,0
7,9,92.7,0.429,12.9,8,5,2,0.895,0
13,16,49.6,0.826,2.3,16,6,1,0.163,1
8,4,80.1,0.571,6.8,17,6,2,0.477,0
9,15,91.8,0.205,6.1,12,9,1,0.625,1
26,6,87.7,0.216,10.3,0,1,3,0.232,0
16,8,34.6,0.583,3.7,11,9,3,0.789,0
26,2,96.5,0.943,9.6,19,1,3,0.77,1
13,14,50.1,0.378,13.2,19,9,1,0.913,1
15,15,47.1,0.883,6.3,4,6,1,0.108,0
4,17,25.0,0.788,13.7,7,9,2,0.295,1
27,13,58.9,0.323,14.9,14,6,2,0.844,1
9,2,28.7,0.133,1.6,2,6,2,0.704,0
22,11,39.9,0.192,3.5,5,4,2,0.905,0
6,8,45.4,0.756,14.3,12,0,1,0.151,0
29,6,84.7,0.28,14.4,11,1,1,0.637,1
10,8,90.0,0.434,1.5,18,8,2,0.612,1
22,12,44.2,0.552,0.2,17,7,1,0.132,0
24,17,88.7,0.753,2.4,0,7,1,0.562,1
23,4,88.6,0.202,14.9,6,9,1,0.649,0
21,12,81.2,0.466,2.7,11,0,1,0.272,0
15,3,31.7,0.537,7.5,9,5,2,0.346,0
16,1,75.2,0.587,12.7,11,8,2,0.676,1
12,15,95.6,0.837,0.3,10,7,1,0.521,1
13,8,74.6,0.255,9.1,3,2,3,0.872,0
4,8,46.5,0.827,4.2,18,3,2,0.408,1
27,5,60.0,0.724,12.9,5,2,2,0.34,0
28,10,71.7,0.6,4.3,8,5,3,0.986,0
11,0,60.8,0.73,10.3,19,8,2,0.92,0
19,3,29.6,0.471,10.1,9,7,3,0.126,0
28,12,45.0,0.225,3.3,4,9,3,0.794,0
5,12,84.2,0.699,0.5,12,3,1,0.199,1
26,12,88.9,0.572,6.1,8,1,2,0.125,1
8,1,31.0,0.675,4.3,1,7,3,0.346,0
7,8,96.2,0.404,12.1,17,7,1,0.342,1
7,7,46.3,0.916,12.0,0,5,2,0.837,1
24,6,73.0,0.629,6.9,11,7,1,0.74,1
17,3,80.1,0.177,9.1,9,8,1,0.983,1
25,17,85.0,0.505,9.1,1,0,3,0.74,1
19,2,95.7,0.781,12.4,8,8,2,0.476,1
11,5,45.0,0.815,6.4,1,1,1,0.729,0
5,11,88.7,0.545,4.1,13,0,3,1.0,0
22,11,30.5,0.905,4.0,10,7,3,0.739,0
28,7,76.4,0.341,8.0,10,7,1,0.786,1
19,0,79.4,0.47,6.7,16,3,1,0.945,1
29,3,74.2,0.909,6.6,3,7,3,0.202,1
12,10,40.2,0.907,1.4,12,6,1,0.734,0
5,2,89.8,0.717,10.8,6,1,1,0.866,1
20,12,33.5,0.873,3.2,15,4,2,0.959,0
20,16,24.3,0.18,3.0,0,9,3,0.29,0
19,9,77.4,0.878,6.2,12,3,1,0.554,1
26,11,58.0,0.389,3.4,0,2,3,0.712,0
5,14,87.9,0.26,8.8,10,0,2,0.323,1
5,9,50.7,0.315,5.6,5,4,3,0.64,0
8,13,33.5,0.476,6.7,19,9,3,0.332,1
15,12,86.9,0.326,8.1,2,7,3,0.4,1
26,4,63.9,0.389,3.1,11,8,2,0.497,0
17,5,35.1,0.221,2.3,4,6,2,0.576,0
27,1,77.6,0.367,13.2,8,0,3,0.504,0
11,16,60.9,0.615,6.5,11,0,3,0.544,0
6,3,68.3,0.498,6.2,9,0,2,0.369,0
16,13,56.9,0.412,0.5,18,1,1,0.243,0
7,9,86.3,0.772,7.5,4,0,2,0.143,1
4,2,86.4,0.904,8.3,4,3,3,0.276,1
13,2,76.8,0.781,8.4,8,9,1,0.624,1
11,14,28.4,0.399,10.6,19,8,1,0.808,0
26,5,87.1,0.77,2.7,16,3,1,0.252,1
5,16,73.7,0.237,3.8,9,3,2,0.198,1
29,11,75.8,0.217,12.2,0,6,2,0.774,1
11,19,49.0,0.411,14.2,15,8,2,0.375,1
5,10,90.3,0.827,2.0,14,6,2,0.956,1
27,3,78.0,0.322,7.5,16,0,3,0.743,1
4,5,29.0,0.157,3.2,19,0,1,0.394,0
14,0,52.6,0.219,0.9,12,3,3,0.361,0
12,19,90.9,0.873,4.9,0,3,2,0.571,1
11,15,23.8,0.67,2.2,7,0,2,0.171,0
17,14,96.9,0.328,10.6,4,5,3,0.206,1
10,16,74.3,0.6,8.0,5,9,1,0.258,1
27,7,70.5,0.575,2.2,19,1,1,0.797,1
7,11,41.6,0.69,0.1,13,4,2,0.562,0
13,9,39.9,0.31,12.1,10,7,2,0.11,0
29,14,95.4,0.878,2.6,5,2,2,0.706,1
4,8,43.9,0.378,9.1,10,8,2,0.481,0
26,1,82.0,0.725,5.1,12,6,1,0.56,1
17,4,51.4,0.115,8.8,11,8,3,0.293,0
8,5,31.1,0.435,4.7,1,0,1,0.597,0
10,6,20.9,0.417,1.3,2,4,3,0.981,0
29,0,63.5,0.589,3.3,3,2,2,0.166,0
7,6,98.1,0.165,2.8,16,3,2,0.356,1
18,19,49.5,0.811,6.4,5,3,3,0.319,1
28,11,48.6,0.296,9.9,6,6,2,0.324,0
20,15,47.5,0.709,4.0,14,9,1,0.441,1
8,15,61.6,0.823,0.2,10,7,2,0.836,1
7,10,55.3,0.606,7.8,2,9,2,0.922,0
18,3,90.4,0.767,9.1,5,4,2,0.282,1
15,12,60.4,0.696,14.4,1,9,2,0.589,1
7,6,60.6,0.42,8.8,13,6,1,0.673,1
15,3,31.1,0.828,7.1,8,2,3,0.57,0
19,14,98.6,0.365,8.6,17,2,2,0.491,1
20,18,40.0,0.614,13.9,18,2,2,0.273,1
10,8,25.9,0.771,12.4,11,3,1,0.539,0
15,10,73.1,0.441,4.8,12,5,1,0.461,0
21,7,67.6,0.372,3.6,11,4,1,0.816,1
28,0,53.2,0.513,3.9,11,7,2,0.787,0
5,7,53.8,0.836,7.6,17,4,3,0.221,0
26,12,82.8,0.937,11.2,8,4,1,0.18,1
10,3,35.7,0.591,7.5,16,9,1,0.917,0
4,7,85.6,0.695,1.0,15,1,1,0.582,0
10,2,71.9,0.913,10.9,16,4,3,0.872,0
29,8,53.5,0.189,12.1,7,6,2,0.152,0
15,1,56.6,0.309,4.3,10,1,2,0.574,0
15,1,40.5,0.738,10.0,1,5,2,0.585,0
3,12,80.2,0.841,6.4,7,6,1,0.875,1
8,14,61.0,0.871,13.3,11,4,2,0.188,1
26,11,45.7,0.474,12.7,0,8,1,0.316,0
21,3,67.7,0.18,7.9,12,3,3,0.466,0
18,7,99.7,0.494,10.4,16,9,3,0.879,1
10,8,54.8,0.308,13.3,13,0,2,0.945,0
3,4,93.7,0.362,7.4,13,7,1,0.993,0
29,19,47.6,0.795,4.7,15,7,1,0.963,1
29,17,24.4,0.168,11.3,16,6,2,0.105,1
18,10,36.3,0.845,3.3,5,7,3,0.143,0
11,14,53.5,0.485,5.8,6,1,3,0.233,0
15,8,37.6,0.636,13.0,0,2,3,0.414,1
13,16,20.0,0.181,10.9,14,8,3,0.847,0
15,11,93.2,0.404,6.1,19,0,3,0.903,1
27,6,87.5,0.181,3.2,17,7,2,0.268,0
23,9,79.4,0.965,5.3,12,7,2,0.658,1
12,9,33.4,0.827,4.3,1,6,2,0.926,0
6,12,29.6,0.514,2.6,18,4,3,0.517,0
29,18,25.4,0.301,11.1,14,3,3,0.193,0
8,10,77.9,0.94,3.8,11,9,2,0.512,1
9,12,94.3,0.41,6.8,14,9,2,0.438,1
7,7,54.4,0.245,5.8,17,9,3,0.62,0
13,7,29.5,0.607,14.7,13,9,1,0.495,0
15,3,61.0,0.949,5.9,5,5,2,0.116,1
28,14,47.9,0.103,1.2,11,0,3,0.995,0
27,10,50.0,0.314,1.3,19,4,3,0.589,0
21,10,69.7,0.945,8.9,5,3,2,0.526,0
25,0,77.5,0.254,9.0,8,3,1,0.959,0
12,16,28.8,0.202,6.3,3,6,3,0.24,0
12,14,22.8,0.613,6.5,16,8,2,0.27,1
13,19,99.5,0.876,0.8,1,7,3,0.827,1
23,5,38.6,0.529,7.7,15,7,3,0.335,0
9,14,24.3,0.995,7.6,13,4,3,0.819,1
20,8,35.2,0.711,2.2,7,5,3,0.344,0
6,13,23.1,0.167,1.6,13,1,1,0.13,0
4,17,51.3,0.994,1.9,1,2,2,0.565,0
16,16,84.2,0.467,1.5,15,4,2,0.277,1
15,17,47.3,0.359,9.1,3,1,2,0.782,0
14,4,55.5,0.602,2.9,0,2,2,0.677,0
9,19,74.0,0.374,3.8,19,3,2,0.931,1
4,19,60.7,0.178,2.6,13,5,1,0.805,1
15,8,88.9,0.101,14.4,7,4,3,0.263,1
16,10,89.3,0.505,12.8,2,9,3,0.82,1
29,0,20.8,0.853,3.5,4,3,2,0.678,0
19,17,82.2,0.615,4.9,5,1,3,0.702,1
11,5,56.9,0.999,3.1,7,4,3,0.849,1
19,1,99.1,0.358,7.4,5,4,3,0.616,1
10,14,58.7,0.352,0.3,5,6,2,0.519,0
4,13,99.0,0.244,10.1,3,0,2,0.673,1
26,4,80.4,0.248,7.8,6,3,1,0.368,0
15,5,39.9,0.357,13.5,18,4,2,0.264,1
5,5,63.1,0.814,2.5,6,7,1,0.655,0
18,17,99.4,0.915,12.1,2,7,2,0.31,1
8,13,88.6,0.978,11.9,7,0,3,0.172,1
21,9,27.8,0.309,1.9,0,4,1,0.1,0
9,13,76.5,0.893,6.0,0,9,1,0.647,1
12,12,47.6,0.395,2.6,13,0,1,0.426,0
11,2,20.6,0.202,3.8,5,0,2,0.777,0
4,5,52.3,0.883,3.9,9,1,1,0.438,0
17,7,38.8,0.672,8.3,13,1,2,0.537,0
7,11,85.5,0.248,6.2,3,8,1,0.466,0
24,12,47.0,0.487,14.2,5,3,2,0.686,0
6,10,86.2,0.359,1.9,15,2,1,0.421,0
22,11,20.0,0.763,14.6,0,0,3,0.967,0
6,0,44.6,0.508,3.5,5,1,3,0.943,0
20,16,39.3,0.99,11.6,8,5,1,0.863,1
6,15,38.7,0.149,5.1,14,8,2,0.928,0
29,10,25.5,0.42,2.1,11,4,2,0.504,0
19,12,35.0,0.534,12.9,2,3,2,0.583,0
14,17,64.4,0.553,4.6,10,4,3,0.768,1
24,10,43.3,0.384,9.9,14,8,3,0.727,0
19,11,53.4,0.756,8.5,2,6,3,0.902,1
12,5,50.1,0.887,7.1,13,7,2,0.745,0
24,8,90.1,0.945,7.4,1,3,2,0.998,1
3,15,92.4,0.825,11.0,3,7,2,0.414,1
